ibge_code,city,state_uf,state_name,city_search
3113909,Carmo da Cachoeira,MG,Minas Gerais,carmo da cachoeira
3114006,Carmo da Mata,MG,Minas Gerais,carmo da mata
3114105,Carmo de Minas,MG,Minas Gerais,carmo de minas
3114204,Carmo do Cajuru,MG,Minas Gerais,carmo do cajuru
3114303,Carmo do Paranaíba,MG,Minas Gerais,carmo do paranaiba
3114402,Carmo do Rio Claro,MG,Minas Gerais,carmo do rio claro
3114501,Carmópolis de Minas,MG,Minas Gerais,carmopolis de minas
3114550,Carneirinho,MG,Minas Gerais,carneirinho
3114600,Carrancas,MG,Minas Gerais,carrancas
3114709,Carvalhópolis,MG,Minas Gerais,carvalhopolis
3114808,Carvalhos,MG,Minas Gerais,carvalhos
3114907,Casa Grande,MG,Minas Gerais,casa grande
3115003,Cascalho Rico,MG,Minas Gerais,cascalho rico
3115102,Cássia,MG,Minas Gerais,cassia
3115300,Cataguases,MG,Minas Gerais,cataguases
3115359,Catas Altas,MG,Minas Gerais,catas altas
3115409,Catas Altas da Noruega,MG,Minas Gerais,catas altas da noruega
3115458,Catuji,MG,Minas Gerais,catuji
3115474,Catuti,MG,Minas Gerais,catuti
3115508,Caxambu,MG,Minas Gerais,caxambu
3115607,Cedro do Abaeté,MG,Minas Gerais,cedro do abaete
3115706,Central de Minas,MG,Minas Gerais,central de minas
3115805,Centralina,MG,Minas Gerais,centralina
3115904,Chácara,MG,Minas Gerais,chacara
3116001,Chalé,MG,Minas Gerais,chale
3116100,Chapada do Norte,MG,Minas Gerais,chapada do norte
3116159,Chapada Gaúcha,MG,Minas Gerais,chapada gaucha
3116209,Chiador,MG,Minas Gerais,chiador
3116308,Cipotânea,MG,Minas Gerais,cipotanea
3116407,Claraval,MG,Minas Gerais,claraval
3116506,Claro dos Poções,MG,Minas Gerais,claro dos pocoes
3116605,Cláudio,MG,Minas Gerais,claudio
3116704,Coimbra,MG,Minas Gerais,coimbra
3116803,Coluna,MG,Minas Gerais,coluna
3116902,Comendador Gomes,MG,Minas Gerais,comendador gomes
3117009,Comercinho,MG,Minas Gerais,comercinho
3117108,Conceição da Aparecida,MG,Minas Gerais,conceicao da aparecida
3115201,Conceição da Barra de Minas,MG,Minas Gerais,conceicao da barra de minas
3117306,Conceição das Alagoas,MG,Minas Gerais,conceicao das alagoas
3117207,Conceição das Pedras,MG,Minas Gerais,conceicao das pedras
3117405,Conceição de Ipanema,MG,Minas Gerais,conceicao de ipanema
3117504,Conceição do Mato Dentro,MG,Minas Gerais,conceicao do mato dentro
3117603,Conceição do Pará,MG,Minas Gerais,conceicao do para
3117702,Conceição do Rio Verde,MG,Minas Gerais,conceicao do rio verde
3117801,Conceição dos Ouros,MG,Minas Gerais,conceicao dos ouros
3117836,Cônego Marinho,MG,Minas Gerais,conego marinho
3117876,Confins,MG,Minas Gerais,confins
3117900,Congonhal,MG,Minas Gerais,congonhal
3118007,Congonhas,MG,Minas Gerais,congonhas
3118106,Congonhas do Norte,MG,Minas Gerais,congonhas do norte
3118205,Conquista,MG,Minas Gerais,conquista
3118304,Conselheiro Lafaiete,MG,Minas Gerais,conselheiro lafaiete
3118403,Conselheiro Pena,MG,Minas Gerais,conselheiro pena
3118502,Consolação,MG,Minas Gerais,consolacao
3118601,Contagem,MG,Minas Gerais,contagem
3118700,Coqueiral,MG,Minas Gerais,coqueiral
3118809,Coração de Jesus,MG,Minas Gerais,coracao de jesus
3118908,Cordisburgo,MG,Minas Gerais,cordisburgo
3119005,Cordislândia,MG,Minas Gerais,cordislandia
3119104,Corinto,MG,Minas Gerais,corinto
3119203,Coroaci,MG,Minas Gerais,coroaci
3119302,Coromandel,MG,Minas Gerais,coromandel
3119401,Coronel Fabriciano,MG,Minas Gerais,coronel fabriciano
3119500,Coronel Murta,MG,Minas Gerais,coronel murta
3119609,Coronel Pacheco,MG,Minas Gerais,coronel pacheco
3119708,Coronel Xavier Chaves,MG,Minas Gerais,coronel xavier chaves
3119807,Córrego Danta,MG,Minas Gerais,corrego danta
3119906,Córrego do Bom Jesus,MG,Minas Gerais,corrego do bom jesus
3119955,Córrego Fundo,MG,Minas Gerais,corrego fundo
3120003,Córrego Novo,MG,Minas Gerais,corrego novo
3120102,Couto de Magalhães de Minas,MG,Minas Gerais,couto de magalhaes de minas
3120151,Crisólita,MG,Minas Gerais,crisolita
3120201,Cristais,MG,Minas Gerais,cristais
3120300,Cristália,MG,Minas Gerais,cristalia
3120409,Cristiano Otoni,MG,Minas Gerais,cristiano otoni
3120508,Cristina,MG,Minas Gerais,cristina
3120607,Crucilândia,MG,Minas Gerais,crucilandia
3120706,Cruzeiro da Fortaleza,MG,Minas Gerais,cruzeiro da fortaleza
3120805,Cruzília,MG,Minas Gerais,cruzilia
3120839,Cuparaque,MG,Minas Gerais,cuparaque
3120870,Curral de Dentro,MG,Minas Gerais,curral de dentro
3120904,Curvelo,MG,Minas Gerais,curvelo
3121001,Datas,MG,Minas Gerais,datas
3121100,Delfim Moreira,MG,Minas Gerais,delfim moreira
3121209,Delfinópolis,MG,Minas Gerais,delfinopolis
3121258,Delta,MG,Minas Gerais,delta
3121308,Descoberto,MG,Minas Gerais,descoberto
3121407,Desterro de Entre Rios,MG,Minas Gerais,desterro de entre rios
3121506,Desterro do Melo,MG,Minas Gerais,desterro do melo
3121605,Diamantina,MG,Minas Gerais,diamantina
3121704,Diogo de Vasconcelos,MG,Minas Gerais,diogo de vasconcelos
3121803,Dionísio,MG,Minas Gerais,dionisio
3121902,Divinésia,MG,Minas Gerais,divinesia
3122009,Divino,MG,Minas Gerais,divino
3122108,Divino das Laranjeiras,MG,Minas Gerais,divino das laranjeiras
3122207,Divinolândia de Minas,MG,Minas Gerais,divinolandia de minas
3122306,Divinópolis,MG,Minas Gerais,divinopolis
3122355,Divisa Alegre,MG,Minas Gerais,divisa alegre
3122405,Divisa Nova,MG,Minas Gerais,divisa nova
3122454,Divisópolis,MG,Minas Gerais,divisopolis
3122470,Dom Bosco,MG,Minas Gerais,dom bosco
3122504,Dom Cavati,MG,Minas Gerais,dom cavati
3122603,Dom Joaquim,MG,Minas Gerais,dom joaquim
3122702,Dom Silvério,MG,Minas Gerais,dom silverio
3122801,Dom Viçoso,MG,Minas Gerais,dom vicoso
3122900,Dona Euzébia,MG,Minas Gerais,dona euzebia
3123007,Dores de Campos,MG,Minas Gerais,dores de campos
3123106,Dores de Guanhães,MG,Minas Gerais,dores de guanhaes
3123205,Dores do Indaiá,MG,Minas Gerais,dores do indaia
3123304,Dores do Turvo,MG,Minas Gerais,dores do turvo
3123403,Doresópolis,MG,Minas Gerais,doresopolis
3123502,Douradoquara,MG,Minas Gerais,douradoquara
3123528,Durandé,MG,Minas Gerais,durande
3123601,Elói Mendes,MG,Minas Gerais,eloi mendes
3123700,Engenheiro Caldas,MG,Minas Gerais,engenheiro caldas
3123809,Engenheiro Navarro,MG,Minas Gerais,engenheiro navarro
3123858,Entre Folhas,MG,Minas Gerais,entre folhas
3123908,Entre Rios de Minas,MG,Minas Gerais,entre rios de minas
3124005,Ervália,MG,Minas Gerais,ervalia
3124104,Esmeraldas,MG,Minas Gerais,esmeraldas
3124203,Espera Feliz,MG,Minas Gerais,espera feliz
3124302,Espinosa,MG,Minas Gerais,espinosa
3124401,Espírito Santo do Dourado,MG,Minas Gerais,espirito santo do dourado
3124500,Estiva,MG,Minas Gerais,estiva
3124609,Estrela Dalva,MG,Minas Gerais,estrela dalva
3124708,Estrela do Indaiá,MG,Minas Gerais,estrela do indaia
3124807,Estrela do Sul,MG,Minas Gerais,estrela do sul
3124906,Eugenópolis,MG,Minas Gerais,eugenopolis
3125002,Ewbank da Câmara,MG,Minas Gerais,ewbank da camara
3125101,Extrema,MG,Minas Gerais,extrema
3125200,Fama,MG,Minas Gerais,fama
3125309,Faria Lemos,MG,Minas Gerais,faria lemos
3125408,Felício dos Santos,MG,Minas Gerais,felicio dos santos
3125606,Felisburgo,MG,Minas Gerais,felisburgo
3125705,Felixlândia,MG,Minas Gerais,felixlandia
3125804,Fernandes Tourinho,MG,Minas Gerais,fernandes tourinho
3125903,Ferros,MG,Minas Gerais,ferros
3125952,Fervedouro,MG,Minas Gerais,fervedouro
3126000,Florestal,MG,Minas Gerais,florestal
3126109,Formiga,MG,Minas Gerais,formiga
3126208,Formoso,MG,Minas Gerais,formoso
3126307,Fortaleza de Minas,MG,Minas Gerais,fortaleza de minas
3126406,Fortuna de Minas,MG,Minas Gerais,fortuna de minas
3126505,Francisco Badaró,MG,Minas Gerais,francisco badaro
3126604,Francisco Dumont,MG,Minas Gerais,francisco dumont
3126703,Francisco Sá,MG,Minas Gerais,francisco sa
3126752,Franciscópolis,MG,Minas Gerais,franciscopolis
3126802,Frei Gaspar,MG,Minas Gerais,frei gaspar
3126901,Frei Inocêncio,MG,Minas Gerais,frei inocencio
3126950,Frei Lagonegro,MG,Minas Gerais,frei lagonegro
3127008,Fronteira,MG,Minas Gerais,fronteira
3127057,Fronteira dos Vales,MG,Minas Gerais,fronteira dos vales
3127073,Fruta de Leite,MG,Minas Gerais,fruta de leite
3127107,Frutal,MG,Minas Gerais,frutal
3127206,Funilândia,MG,Minas Gerais,funilandia
3127305,Galiléia,MG,Minas Gerais,galileia
3127339,Gameleiras,MG,Minas Gerais,gameleiras
3127354,Glaucilândia,MG,Minas Gerais,glaucilandia
3127370,Goiabeira,MG,Minas Gerais,goiabeira
3127388,Goianá,MG,Minas Gerais,goiana
3127404,Gonçalves,MG,Minas Gerais,goncalves
3127503,Gonzaga,MG,Minas Gerais,gonzaga
3127602,Gouveia,MG,Minas Gerais,gouveia
3127701,Governador Valadares,MG,Minas Gerais,governador valadares
3127800,Grão Mogol,MG,Minas Gerais,grao mogol
3127909,Grupiara,MG,Minas Gerais,grupiara
3128006,Guanhães,MG,Minas Gerais,guanhaes
3128105,Guapé,MG,Minas Gerais,guape
3128204,Guaraciaba,MG,Minas Gerais,guaraciaba
3128253,Guaraciama,MG,Minas Gerais,guaraciama
3128303,Guaranésia,MG,Minas Gerais,guaranesia
3128402,Guarani,MG,Minas Gerais,guarani
3128501,Guarará,MG,Minas Gerais,guarara
3128600,Guarda-Mor,MG,Minas Gerais,guarda-mor
3128709,Guaxupé,MG,Minas Gerais,guaxupe
3128808,Guidoval,MG,Minas Gerais,guidoval
3128907,Guimarânia,MG,Minas Gerais,guimarania
3129004,Guiricema,MG,Minas Gerais,guiricema
3129103,Gurinhatã,MG,Minas Gerais,gurinhata
3129202,Heliodora,MG,Minas Gerais,heliodora
3129301,Iapu,MG,Minas Gerais,iapu
3129400,Ibertioga,MG,Minas Gerais,ibertioga
3129509,Ibiá,MG,Minas Gerais,ibia
3129608,Ibiaí,MG,Minas Gerais,ibiai
3129657,Ibiracatu,MG,Minas Gerais,ibiracatu
3129707,Ibiraci,MG,Minas Gerais,ibiraci
3129806,Ibirité,MG,Minas Gerais,ibirite
3129905,Ibitiúra de Minas,MG,Minas Gerais,ibitiura de minas
3130002,Ibituruna,MG,Minas Gerais,ibituruna
3130051,Icaraí de Minas,MG,Minas Gerais,icarai de minas
3130101,Igarapé,MG,Minas Gerais,igarape
3130200,Igaratinga,MG,Minas Gerais,igaratinga
3130309,Iguatama,MG,Minas Gerais,iguatama
3130408,Ijaci,MG,Minas Gerais,ijaci
3130507,Ilicínea,MG,Minas Gerais,ilicinea
3130556,Imbé de Minas,MG,Minas Gerais,imbe de minas
3130606,Inconfidentes,MG,Minas Gerais,inconfidentes
3130655,Indaiabira,MG,Minas Gerais,indaiabira
3130705,Indianópolis,MG,Minas Gerais,indianopolis
3130804,Ingaí,MG,Minas Gerais,ingai
3130903,Inhapim,MG,Minas Gerais,inhapim
3131000,Inhaúma,MG,Minas Gerais,inhauma
3131109,Inimutaba,MG,Minas Gerais,inimutaba
3131158,Ipaba,MG,Minas Gerais,ipaba
3131208,Ipanema,MG,Minas Gerais,ipanema
3131307,Ipatinga,MG,Minas Gerais,ipatinga
3131406,Ipiaçu,MG,Minas Gerais,ipiacu
3131505,Ipuiúna,MG,Minas Gerais,ipuiuna
3131604,Iraí de Minas,MG,Minas Gerais,irai de minas
3131703,Itabira,MG,Minas Gerais,itabira
3131802,Itabirinha,MG,Minas Gerais,itabirinha
3131901,Itabirito,MG,Minas Gerais,itabirito
3132008,Itacambira,MG,Minas Gerais,itacambira
3132107,Itacarambi,MG,Minas Gerais,itacarambi
3132206,Itaguara,MG,Minas Gerais,itaguara
3132305,Itaipé,MG,Minas Gerais,itaipe
3132404,Itajubá,MG,Minas Gerais,itajuba
3132503,Itamarandiba,MG,Minas Gerais,itamarandiba
3132602,Itamarati de Minas,MG,Minas Gerais,itamarati de minas
3132701,Itambacuri,MG,Minas Gerais,itambacuri
3132800,Itambé do Mato Dentro,MG,Minas Gerais,itambe do mato dentro
3132909,Itamogi,MG,Minas Gerais,itamogi
3133006,Itamonte,MG,Minas Gerais,itamonte
3133105,Itanhandu,MG,Minas Gerais,itanhandu
3133204,Itanhomi,MG,Minas Gerais,itanhomi
3133303,Itaobim,MG,Minas Gerais,itaobim
3133402,Itapagipe,MG,Minas Gerais,itapagipe
3133501,Itapecerica,MG,Minas Gerais,itapecerica
3133600,Itapeva,MG,Minas Gerais,itapeva
3133709,Itatiaiuçu,MG,Minas Gerais,itatiaiucu
3133758,Itaú de Minas,MG,Minas Gerais,itau de minas
3133808,Itaúna,MG,Minas Gerais,itauna
3133907,Itaverava,MG,Minas Gerais,itaverava
3134004,Itinga,MG,Minas Gerais,itinga
3134103,Itueta,MG,Minas Gerais,itueta
3134202,Ituiutaba,MG,Minas Gerais,ituiutaba
3134301,Itumirim,MG,Minas Gerais,itumirim
3134400,Iturama,MG,Minas Gerais,iturama
3134509,Itutinga,MG,Minas Gerais,itutinga
3134608,Jaboticatubas,MG,Minas Gerais,jaboticatubas
3134707,Jacinto,MG,Minas Gerais,jacinto
3134806,Jacuí,MG,Minas Gerais,jacui
3134905,Jacutinga,MG,Minas Gerais,jacutinga
3135001,Jaguaraçu,MG,Minas Gerais,jaguaracu
3135050,Jaíba,MG,Minas Gerais,jaiba
3135076,Jampruca,MG,Minas Gerais,jampruca
3135100,Janaúba,MG,Minas Gerais,janauba
3135209,Januária,MG,Minas Gerais,januaria
3135308,Japaraíba,MG,Minas Gerais,japaraiba
3135357,Japonvar,MG,Minas Gerais,japonvar
3135407,Jeceaba,MG,Minas Gerais,jeceaba
3135456,Jenipapo de Minas,MG,Minas Gerais,jenipapo de minas
3135506,Jequeri,MG,Minas Gerais,jequeri
3135605,Jequitaí,MG,Minas Gerais,jequitai
3135704,Jequitibá,MG,Minas Gerais,jequitiba
3135803,Jequitinhonha,MG,Minas Gerais,jequitinhonha
3135902,Jesuânia,MG,Minas Gerais,jesuania
3136009,Joaíma,MG,Minas Gerais,joaima
3136108,Joanésia,MG,Minas Gerais,joanesia
3136207,João Monlevade,MG,Minas Gerais,joao monlevade
3136306,João Pinheiro,MG,Minas Gerais,joao pinheiro
3136405,Joaquim Felício,MG,Minas Gerais,joaquim felicio
3136504,Jordânia,MG,Minas Gerais,jordania
3136520,José Gonçalves de Minas,MG,Minas Gerais,jose goncalves de minas
3136553,José Raydan,MG,Minas Gerais,jose raydan
3136579,Josenópolis,MG,Minas Gerais,josenopolis
3136652,Juatuba,MG,Minas Gerais,juatuba
3136702,Juiz de Fora,MG,Minas Gerais,juiz de fora
3136801,Juramento,MG,Minas Gerais,juramento
3136900,Juruaia,MG,Minas Gerais,juruaia
3136959,Juvenília,MG,Minas Gerais,juvenilia
3137007,Ladainha,MG,Minas Gerais,ladainha
3137106,Lagamar,MG,Minas Gerais,lagamar
3137205,Lagoa da Prata,MG,Minas Gerais,lagoa da prata
3137304,Lagoa dos Patos,MG,Minas Gerais,lagoa dos patos
3137403,Lagoa Dourada,MG,Minas Gerais,lagoa dourada
3137502,Lagoa Formosa,MG,Minas Gerais,lagoa formosa
3137536,Lagoa Grande,MG,Minas Gerais,lagoa grande
3137601,Lagoa Santa,MG,Minas Gerais,lagoa santa
3137700,Lajinha,MG,Minas Gerais,lajinha
3137809,Lambari,MG,Minas Gerais,lambari
3137908,Lamim,MG,Minas Gerais,lamim
3138005,Laranjal,MG,Minas Gerais,laranjal
3138104,Lassance,MG,Minas Gerais,lassance
3138203,Lavras,MG,Minas Gerais,lavras
3138302,Leandro Ferreira,MG,Minas Gerais,leandro ferreira
3138351,Leme do Prado,MG,Minas Gerais,leme do prado
3138401,Leopoldina,MG,Minas Gerais,leopoldina
3138500,Liberdade,MG,Minas Gerais,liberdade
3138609,Lima Duarte,MG,Minas Gerais,lima duarte
3138625,Limeira do Oeste,MG,Minas Gerais,limeira do oeste
3138658,Lontra,MG,Minas Gerais,lontra
3138674,Luisburgo,MG,Minas Gerais,luisburgo
3138682,Luislândia,MG,Minas Gerais,luislandia
3138708,Luminárias,MG,Minas Gerais,luminarias
3138807,Luz,MG,Minas Gerais,luz
3138906,Machacalis,MG,Minas Gerais,machacalis
3139003,Machado,MG,Minas Gerais,machado
3139102,Madre de Deus de Minas,MG,Minas Gerais,madre de deus de minas
3139201,Malacacheta,MG,Minas Gerais,malacacheta
3139250,Mamonas,MG,Minas Gerais,mamonas
3139300,Manga,MG,Minas Gerais,manga
3139409,Manhuaçu,MG,Minas Gerais,manhuacu
3139508,Manhumirim,MG,Minas Gerais,manhumirim
3139607,Mantena,MG,Minas Gerais,mantena
3139805,Mar de Espanha,MG,Minas Gerais,mar de espanha
3139706,Maravilhas,MG,Minas Gerais,maravilhas
3139904,Maria da Fé,MG,Minas Gerais,maria da fe
3140001,Mariana,MG,Minas Gerais,mariana
3140100,Marilac,MG,Minas Gerais,marilac
3140159,Mário Campos,MG,Minas Gerais,mario campos
3140209,Maripá de Minas,MG,Minas Gerais,maripa de minas
3140308,Marliéria,MG,Minas Gerais,marlieria
3140407,Marmelópolis,MG,Minas Gerais,marmelopolis
3140506,Martinho Campos,MG,Minas Gerais,martinho campos
3140530,Martins Soares,MG,Minas Gerais,martins soares
3140555,Mata Verde,MG,Minas Gerais,mata verde
3140605,Materlândia,MG,Minas Gerais,materlandia
3140704,Mateus Leme,MG,Minas Gerais,mateus leme
3171501,Mathias Lobato,MG,Minas Gerais,mathias lobato
3140803,Matias Barbosa,MG,Minas Gerais,matias barbosa
3140852,Matias Cardoso,MG,Minas Gerais,matias cardoso
3140902,Matipó,MG,Minas Gerais,matipo
3141009,Mato Verde,MG,Minas Gerais,mato verde
3141108,Matozinhos,MG,Minas Gerais,matozinhos
3141207,Matutina,MG,Minas Gerais,matutina
3141306,Medeiros,MG,Minas Gerais,medeiros
3141405,Medina,MG,Minas Gerais,medina
3141504,Mendes Pimentel,MG,Minas Gerais,mendes pimentel
3141603,Mercês,MG,Minas Gerais,merces
3141702,Mesquita,MG,Minas Gerais,mesquita
3141801,Minas Novas,MG,Minas Gerais,minas novas
3141900,Minduri,MG,Minas Gerais,minduri
3142007,Mirabela,MG,Minas Gerais,mirabela
3142106,Miradouro,MG,Minas Gerais,miradouro
3142205,Miraí,MG,Minas Gerais,mirai
3142254,Miravânia,MG,Minas Gerais,miravania
3142304,Moeda,MG,Minas Gerais,moeda
3142403,Moema,MG,Minas Gerais,moema
3142502,Monjolos,MG,Minas Gerais,monjolos
3142601,Monsenhor Paulo,MG,Minas Gerais,monsenhor paulo
3142700,Montalvânia,MG,Minas Gerais,montalvania
3142809,Monte Alegre de Minas,MG,Minas Gerais,monte alegre de minas
3142908,Monte Azul,MG,Minas Gerais,monte azul
3143005,Monte Belo,MG,Minas Gerais,monte belo
3143104,Monte Carmelo,MG,Minas Gerais,monte carmelo
3143153,Monte Formoso,MG,Minas Gerais,monte formoso
3143203,Monte Santo de Minas,MG,Minas Gerais,monte santo de minas
3143401,Monte Sião,MG,Minas Gerais,monte siao
3143302,Montes Claros,MG,Minas Gerais,montes claros
3143450,Montezuma,MG,Minas Gerais,montezuma
3143500,Morada Nova de Minas,MG,Minas Gerais,morada nova de minas
3143609,Morro da Garça,MG,Minas Gerais,morro da garca
3143708,Morro do Pilar,MG,Minas Gerais,morro do pilar
3143807,Munhoz,MG,Minas Gerais,munhoz
3143906,Muriaé,MG,Minas Gerais,muriae
3144003,Mutum,MG,Minas Gerais,mutum
3144102,Muzambinho,MG,Minas Gerais,muzambinho
3144201,Nacip Raydan,MG,Minas Gerais,nacip raydan
3144300,Nanuque,MG,Minas Gerais,nanuque
3144359,Naque,MG,Minas Gerais,naque
3144375,Natalândia,MG,Minas Gerais,natalandia
3144409,Natércia,MG,Minas Gerais,natercia
3144508,Nazareno,MG,Minas Gerais,nazareno
3144607,Nepomuceno,MG,Minas Gerais,nepomuceno
3144656,Ninheira,MG,Minas Gerais,ninheira
3144672,Nova Belém,MG,Minas Gerais,nova belem
3144706,Nova Era,MG,Minas Gerais,nova era
3144805,Nova Lima,MG,Minas Gerais,nova lima
3144904,Nova Módica,MG,Minas Gerais,nova modica
3145000,Nova Ponte,MG,Minas Gerais,nova ponte
3145059,Nova Porteirinha,MG,Minas Gerais,nova porteirinha
3145109,Nova Resende,MG,Minas Gerais,nova resende
3145208,Nova Serrana,MG,Minas Gerais,nova serrana
3136603,Nova União,MG,Minas Gerais,nova uniao
3145307,Novo Cruzeiro,MG,Minas Gerais,novo cruzeiro
3145356,Novo Oriente de Minas,MG,Minas Gerais,novo oriente de minas
3145372,Novorizonte,MG,Minas Gerais,novorizonte
3145406,Olaria,MG,Minas Gerais,olaria
3145455,Olhos-d'Água,MG,Minas Gerais,olhos-d'agua
3145505,Olímpio Noronha,MG,Minas Gerais,olimpio noronha
3145604,Oliveira,MG,Minas Gerais,oliveira
3145703,Oliveira Fortes,MG,Minas Gerais,oliveira fortes
3145802,Onça de Pitangui,MG,Minas Gerais,onca de pitangui
3145851,Oratórios,MG,Minas Gerais,oratorios
3145877,Orizânia,MG,Minas Gerais,orizania
3145901,Ouro Branco,MG,Minas Gerais,ouro branco
3146008,Ouro Fino,MG,Minas Gerais,ouro fino
3146107,Ouro Preto,MG,Minas Gerais,ouro preto
3146206,Ouro Verde de Minas,MG,Minas Gerais,ouro verde de minas
3146255,Padre Carvalho,MG,Minas Gerais,padre carvalho
3146305,Padre Paraíso,MG,Minas Gerais,padre paraiso
3146552,Pai Pedro,MG,Minas Gerais,pai pedro
3146404,Paineiras,MG,Minas Gerais,paineiras
3146503,Pains,MG,Minas Gerais,pains
3146602,Paiva,MG,Minas Gerais,paiva
3146701,Palma,MG,Minas Gerais,palma
3146750,Palmópolis,MG,Minas Gerais,palmopolis
3146909,Papagaios,MG,Minas Gerais,papagaios
3147105,Pará de Minas,MG,Minas Gerais,para de minas
3147006,Paracatu,MG,Minas Gerais,paracatu
3147204,Paraguaçu,MG,Minas Gerais,paraguacu
3147303,Paraisópolis,MG,Minas Gerais,paraisopolis
3147402,Paraopeba,MG,Minas Gerais,paraopeba
3147600,Passa Quatro,MG,Minas Gerais,passa quatro
3147709,Passa Tempo,MG,Minas Gerais,passa tempo
3147808,Passa Vinte,MG,Minas Gerais,passa vinte
3147501,Passabém,MG,Minas Gerais,passabem
3147907,Passos,MG,Minas Gerais,passos
3147956,Patis,MG,Minas Gerais,patis
3148004,Patos de Minas,MG,Minas Gerais,patos de minas
3148103,Patrocínio,MG,Minas Gerais,patrocinio
3148202,Patrocínio do Muriaé,MG,Minas Gerais,patrocinio do muriae
3148301,Paula Cândido,MG,Minas Gerais,paula candido
3148400,Paulistas,MG,Minas Gerais,paulistas
3148509,Pavão,MG,Minas Gerais,pavao
3148608,Peçanha,MG,Minas Gerais,pecanha
3148707,Pedra Azul,MG,Minas Gerais,pedra azul
3148756,Pedra Bonita,MG,Minas Gerais,pedra bonita
3148806,Pedra do Anta,MG,Minas Gerais,pedra do anta
3148905,Pedra do Indaiá,MG,Minas Gerais,pedra do indaia
3149002,Pedra Dourada,MG,Minas Gerais,pedra dourada
3149101,Pedralva,MG,Minas Gerais,pedralva
3149150,Pedras de Maria da Cruz,MG,Minas Gerais,pedras de maria da cruz
3149200,Pedrinópolis,MG,Minas Gerais,pedrinopolis
3149309,Pedro Leopoldo,MG,Minas Gerais,pedro leopoldo
3149408,Pedro Teixeira,MG,Minas Gerais,pedro teixeira
3149507,Pequeri,MG,Minas Gerais,pequeri
3149606,Pequi,MG,Minas Gerais,pequi
3149705,Perdigão,MG,Minas Gerais,perdigao
3149804,Perdizes,MG,Minas Gerais,perdizes
3149903,Perdões,MG,Minas Gerais,perdoes
3149952,Periquito,MG,Minas Gerais,periquito
3150000,Pescador,MG,Minas Gerais,pescador
3150109,Piau,MG,Minas Gerais,piau
3150158,Piedade de Caratinga,MG,Minas Gerais,piedade de caratinga
3150208,Piedade de Ponte Nova,MG,Minas Gerais,piedade de ponte nova
3150307,Piedade do Rio Grande,MG,Minas Gerais,piedade do rio grande
3150406,Piedade dos Gerais,MG,Minas Gerais,piedade dos gerais
3150505,Pimenta,MG,Minas Gerais,pimenta
3150539,Pingo-d'Água,MG,Minas Gerais,pingo-d'agua
3150570,Pintópolis,MG,Minas Gerais,pintopolis
3150604,Piracema,MG,Minas Gerais,piracema
3150703,Pirajuba,MG,Minas Gerais,pirajuba
3150802,Piranga,MG,Minas Gerais,piranga
3150901,Piranguçu,MG,Minas Gerais,pirangucu
3151008,Piranguinho,MG,Minas Gerais,piranguinho
3151107,Pirapetinga,MG,Minas Gerais,pirapetinga
3151206,Pirapora,MG,Minas Gerais,pirapora
3151305,Piraúba,MG,Minas Gerais,pirauba
3151404,Pitangui,MG,Minas Gerais,pitangui
3151503,Piumhi,MG,Minas Gerais,piumhi
3151602,Planura,MG,Minas Gerais,planura
3151701,Poço Fundo,MG,Minas Gerais,poco fundo
3151800,Poços de Caldas,MG,Minas Gerais,pocos de caldas
3151909,Pocrane,MG,Minas Gerais,pocrane
3152006,Pompéu,MG,Minas Gerais,pompeu
3152105,Ponte Nova,MG,Minas Gerais,ponte nova
3152131,Ponto Chique,MG,Minas Gerais,ponto chique
3152170,Ponto dos Volantes,MG,Minas Gerais,ponto dos volantes
3152204,Porteirinha,MG,Minas Gerais,porteirinha
3152303,Porto Firme,MG,Minas Gerais,porto firme
3152402,Poté,MG,Minas Gerais,pote
3152501,Pouso Alegre,MG,Minas Gerais,pouso alegre
3152600,Pouso Alto,MG,Minas Gerais,pouso alto
3152709,Prados,MG,Minas Gerais,prados
3152808,Prata,MG,Minas Gerais,prata
3152907,Pratápolis,MG,Minas Gerais,pratapolis
3153004,Pratinha,MG,Minas Gerais,pratinha
3153103,Presidente Bernardes,MG,Minas Gerais,presidente bernardes
3153202,Presidente Juscelino,MG,Minas Gerais,presidente juscelino
3153301,Presidente Kubitschek,MG,Minas Gerais,presidente kubitschek
3153400,Presidente Olegário,MG,Minas Gerais,presidente olegario
3153608,Prudente de Morais,MG,Minas Gerais,prudente de morais
3153707,Quartel Geral,MG,Minas Gerais,quartel geral
3153806,Queluzito,MG,Minas Gerais,queluzito
3153905,Raposos,MG,Minas Gerais,raposos
3154002,Raul Soares,MG,Minas Gerais,raul soares
3154101,Recreio,MG,Minas Gerais,recreio
3154150,Reduto,MG,Minas Gerais,reduto
3154200,Resende Costa,MG,Minas Gerais,resende costa
3154309,Resplendor,MG,Minas Gerais,resplendor
3154408,Ressaquinha,MG,Minas Gerais,ressaquinha
3154457,Riachinho,MG,Minas Gerais,riachinho
3154507,Riacho dos Machados,MG,Minas Gerais,riacho dos machados
3154606,Ribeirão das Neves,MG,Minas Gerais,ribeirao das neves
3154705,Ribeirão Vermelho,MG,Minas Gerais,ribeirao vermelho
3154804,Rio Acima,MG,Minas Gerais,rio acima
3154903,Rio Casca,MG,Minas Gerais,rio casca
3155108,Rio do Prado,MG,Minas Gerais,rio do prado
